,appearences,assists,blocks,captain,dispossesed,goals,hit_post,injured,inside_box_saves,interceptions,lineups,minutes,number,player_id,position_id,redcards,saves,substitute_in,substitute_out,substitutes_on_bench,tackles,yellowcards,yellowred
20,1,0,,0,,0,,FALSE,,,0,8,24,617,3,0,,1,0,11,,0,0
21,7,0,,0,,0,,FALSE,,,3,349,26,4916223,3,0,,4,4,18,,1,0
22,6,0,,0,,0,,FALSE,,,5,361,28,26,3,0,,1,3,4,,0,0
23,0,0,,0,,0,,FALSE,,,0,0,29,14332,3,0,,0,0,2,,0,0
24,0,0,,0,,0,,FALSE,,,0,0,31,1059,3,0,,0,0,1,,0,0
25,13,2,,0,,1,,FALSE,,,10,899,33,521,3,0,,3,3,4,,3,0
26,0,0,,0,,0,,FALSE,,,0,0,34,979,3,0,,0,0,1,,0,0
27,10,0,,0,,1,,FALSE,,,5,555,8,613,4,0,,5,2,5,,2,0
28,19,0,,0,,4,,FALSE,,,2,417,9,1327,4,0,,17,1,29,,0,0
29,32,4,,0,,10,,FALSE,,,32,2683,10,608,4,0,,0,12,0,,5,0
30,30,6,,0,,3,,FALSE,,,21,1935,11,616,4,0,,9,9,14,,1,0
31,36,3,,0,,5,,FALSE,,,32,2648,16,412,4,0,,4,16,4,,5,0
32,0,0,,0,,0,,FALSE,,,0,0,23,111,4,0,,0,0,1,,0,0
33,0,0,,0,,0,,FALSE,,,0,0,32,5893,4,0,,0,0,3,,0,0
0,0,0,,0,,0,,FALSE,,,0,0,1,3691,1,0,,0,0,31,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,12,3594,1,0,,0,0,5,,0,0
2,38,0,,0,,0,,FALSE,,,38,3420,24,297,1,0,,0,0,0,,2,0
3,20,1,,0,,0,,FALSE,,,17,1478,2,298,2,0,,3,3,11,,1,0
4,37,9,,0,,1,,FALSE,,,37,3330,3,390,2,0,,0,0,0,,2,0
5,17,0,,0,,1,,FALSE,,,14,1182,4,299,2,0,,3,2,11,,2,0
6,31,4,,0,,0,,FALSE,,,29,2591,5,472,2,0,,2,2,2,,8,0
7,1,0,,0,,0,,FALSE,,,1,90,5,302,2,0,,0,0,0,,0,0
8,12,0,,0,,0,,FALSE,,,11,1035,6,32,2,0,,1,0,1,,0,0
9,29,1,,0,,0,,FALSE,,,29,2590,15,392,2,0,,0,1,0,,2,0
10,2,0,,0,,0,0,FALSE,,,1,90,23,864,2,0,,1,0,9,,0,0
11,12,2,,0,,0,,FALSE,,,10,918,23,181,2,0,,2,0,5,,1,0
12,3,1,,0,,0,,FALSE,,,0,105,31,764,2,0,,3,0,16,,0,0
13,0,0,,0,,0,,FALSE,,,0,0,34,1415,2,0,,0,0,16,,0,0
14,0,0,,0,,0,,FALSE,,,0,0,43,3817,2,0,,0,0,2,,0,0
15,23,1,,0,,6,,FALSE,,,16,1432,7,415,3,1,,7,9,15,,1,0
16,13,2,,0,,6,,FALSE,,,11,1033,10,307,3,0,,2,3,2,,3,0
17,23,1,,0,,0,,FALSE,,,22,1955,18,305,3,0,,1,2,2,,1,0
18,11,0,,0,,2,,FALSE,,,3,342,19,568,3,0,,8,2,18,,0,0
19,30,4,,0,,4,,FALSE,,,30,2662,20,292,3,0,,0,5,0,,9,1
20,26,1,,0,,2,,FALSE,,,25,1989,21,285,3,0,,1,15,1,,3,0
21,23,2,,0,,2,,FALSE,,,20,1763,25,420,3,0,,3,3,3,,6,0
22,26,2,,0,,2,,FALSE,,,17,1618,26,411,3,0,,9,5,10,,4,0
23,0,0,,0,,0,,FALSE,,,0,0,29,1716,3,0,,0,0,1,,0,0
24,0,0,,0,,0,,FALSE,,,0,0,38,8986,3,0,,0,0,7,,0,0
25,0,0,,0,,0,,FALSE,,,0,0,39,3085,3,0,,0,0,1,,0,0
26,33,2,,0,,13,,FALSE,,,26,2335,8,414,4,0,,7,18,7,,2,0
27,10,3,,0,,2,0,FALSE,,,7,648,9,1412,4,0,,3,4,3,,1,0
28,15,2,,0,,0,,FALSE,,,6,514,11,327,4,0,,9,5,10,,0,0
29,8,0,,0,,1,,FALSE,,,0,54,14,677,4,0,,8,0,3,,0,0
30,33,5,,0,,8,,FALSE,,,33,2869,17,408,4,0,,0,6,0,,8,0
31,25,4,,0,,5,,FALSE,,,9,1089,22,192,4,0,,16,6,19,,1,0
32,11,2,,0,,1,,FALSE,,,6,482,28,288,4,0,,5,6,5,,1,0
33,1,0,,0,,0,,FALSE,,,0,0,35,3019,4,0,,1,0,9,,0,0
34,2,0,,0,,0,,FALSE,,,0,3,37,396,4,0,,2,0,17,,0,0
0,21,0,,0,,0,,FALSE,,,21,1890,1,594,1,0,,0,0,0,,0,0
1,9,0,,0,,0,,FALSE,,,9,810,12,450,1,0,,0,0,12,,0,0
2,8,0,,0,,0,,FALSE,,,8,720,29,752,1,0,,0,0,24,,0,0
3,0,0,,0,,0,,FALSE,,,0,0,,883,1,0,,0,0,0,,0,0
4,17,1,,0,,0,,FALSE,,,15,1354,2,585,2,0,,2,2,9,,3,0
5,38,7,,0,,0,,FALSE,,,37,3286,3,596,2,0,,1,4,1,,5,0
6,13,0,,0,,0,,FALSE,,,12,1083,5,582,2,0,,1,0,2,,0,0
7,19,0,,0,,0,,FALSE,,,18,1572,6,598,2,0,,1,2,6,,2,0
8,24,0,,0,,1,,FALSE,,,24,2107,15,651,2,0,,0,2,2,,8,1
9,5,0,,0,,0,,FALSE,,,1,150,20,625,2,0,,4,0,15,,0,0
10,8,1,,0,,1,,FALSE,,,8,682,21,649,2,0,,0,2,8,,2,0
11,15,1,,0,,1,,FALSE,,,12,1117,22,599,2,0,,3,1,5,,0,0
12,18,1,,0,,0,,FALSE,,,18,1587,23,612,2,0,,0,2,8,,2,0
13,34,9,,0,,5,,FALSE,,,29,2613,25,208,2,0,,5,6,7,,3,0
14,2,0,,0,,0,,FALSE,,,2,148,30,949,2,0,,0,1,12,,0,0
15,0,0,,0,,0,,FALSE,,,0,0,45,3862,2,0,,0,0,1,,0,0
16,1,0,,0,,0,,FALSE,,,0,0,4,767,3,0,,1,0,2,,0,0
17,14,2,,0,,1,,FALSE,,,10,865,8,1277,3,0,,4,7,11,,1,0
18,25,13,,0,,5,,FALSE,,,20,1813,11,584,3,0,,5,7,6,,0,0
19,17,1,,0,,3,,FALSE,,,10,969,13,587,3,0,,7,7,16,,0,0
20,0,0,,0,,0,,FALSE,,,0,0,14,4008,3,0,,0,0,1,,0,0
21,30,2,,0,,2,,FALSE,,,22,2112,16,645,3,0,,8,3,12,,1,0
22,23,11,,0,,3,,FALSE,,,19,1586,17,601,3,1,,4,7,8,,1,0
23,28,4,,0,,3,,FALSE,,,24,1945,18,603,3,0,,4,11,9,,9,1
24,30,7,,0,,4,,FALSE,,,29,2575,24,604,3,0,,1,5,5,,5,1
25,7,0,,0,,0,,FALSE,,,1,164,26,1200,3,0,,6,1,13,,0,0
26,15,2,,0,,2,,FALSE,,,6,590,28,1431,3,0,,9,4,16,,2,0
27,19,1,,0,,3,,FALSE,,,5,609,7,609,4,0,,14,4,22,,0,0
28,33,6,,0,,12,,FALSE,,,24,2096,9,30,4,0,,9,12,11,,1,0
29,32,5,,0,,26,,FALSE,,,32,2721,10,579,4,0,,0,10,0,,6,0
30,5,0,,0,,0,,FALSE,,,1,139,19,627,4,0,,4,1,8,,0,0
31,5,1,,0,,1,,FALSE,,,1,129,27,750,4,0,,4,1,6,,0,0
32,5,0,,0,,1,,FALSE,,,0,89,32,410,4,0,,5,0,6,,1,0
0,38,0,,0,,0,,FALSE,,,38,3420,1,185,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,22,393,1,0,,0,0,37,,0,0
2,16,0,,0,,0,,FALSE,,,14,1289,2,100,2,0,,2,2,14,,4,0
3,35,0,,0,,3,,FALSE,,,35,3132,5,172,2,0,,0,1,0,,8,0
4,2,0,,0,,1,,FALSE,,,2,180,15,193,2,0,,0,0,5,,0,0
5,3,1,,0,,0,,FALSE,,,3,270,21,189,2,0,,0,0,9,,0,0
6,6,0,,0,,0,,FALSE,,,5,442,23,173,2,0,,1,1,30,,1,1
7,36,1,,0,,2,,FALSE,,,36,3240,24,191,2,0,,0,0,1,,7,1
8,30,3,,0,,0,,FALSE,,,30,2594,25,249,2,0,,0,4,1,,3,0
9,27,0,,0,,1,,FALSE,,,26,2368,29,538,2,0,,1,0,5,,2,0
10,0,0,,0,,0,,FALSE,,,0,0,45,4065,2,0,,0,0,1,,0,0
11,1,0,,0,,0,,FALSE,,,1,90,47,360,2,0,,0,0,7,,0,0
12,25,2,,0,,0,,FALSE,,,12,1216,4,170,3,0,,13,2,24,,3,0
13,25,1,,0,,2,,FALSE,,,23,2073,6,190,3,0,,2,5,3,,0,0
14,37,11,,0,,5,,FALSE,,,37,3303,7,165,3,0,,0,3,0,,6,0
15,36,11,,0,,7,,FALSE,,,36,3174,8,197,3,0,,0,3,1,,5,0
16,3,0,,0,,0,,FALSE,,,0,58,12,174,3,0,,3,0,8,,0,0
17,8,0,,0,,0,,FALSE,,,4,293,16,166,3,0,,4,4,26,,3,0
18,0,0,,0,,0,,FALSE,,,0,0,17,4003,3,0,,0,0,3,,0,0
19,37,2,,0,,0,,FALSE,,,37,3271,19,195,3,0,,0,4,0,,10,0
20,10,1,,0,,0,,FALSE,,,6,525,20,338,3,0,,4,5,17,,1,0
21,1,0,,0,,0,,FALSE,,,0,4,26,521,3,0,,1,0,11,,1,0
22,33,5,,0,,10,,FALSE,,,22,2107,10,375,4,0,,11,15,12,,2,0
23,36,5,,0,,13,,FALSE,,,35,3081,11,178,4,0,,1,7,1,,3,0
24,9,0,,0,,1,,FALSE,,,0,189,14,179,4,0,,9,0,24,,0,0
25,31,2,,0,,3,,FALSE,,,16,1296,18,151,4,0,,15,11,17,,2,0
0,38,0,,0,,0,,FALSE,,,38,3420,22,328,1,0,,0,0,0,,3,0
1,0,0,,0,,0,,FALSE,,,0,0,26,549,1,0,,0,0,38,,0,0
2,25,2,,0,,0,,FALSE,,,24,2193,4,112,2,0,,1,2,8,,7,0
3,29,1,,0,,5,,FALSE,,,29,2610,5,334,2,0,,0,0,1,,3,0
4,35,0,,0,,1,,FALSE,,,35,3150,12,330,2,0,,0,0,3,,1,0
5,27,2,,0,,0,,FALSE,,,25,2217,15,448,2,1,,2,1,10,,4,0
6,27,2,,0,,0,,FALSE,,,25,2167,18,309,2,0,,2,3,12,,2,1
7,0,0,,0,,0,,FALSE,,,0,0,24,406,2,0,,0,0,3,,0,0
8,8,1,,0,,0,,FALSE,,,2,236,30,506,2,0,,6,1,10,,0,0
9,6,0,,0,,0,,FALSE,,,6,513,31,463,2,0,,0,1,24,,0,0
10,13,0,,0,,0,,FALSE,,,12,1027,3,443,3,1,,1,1,17,,4,0
11,36,0,,0,,1,,FALSE,,,35,2947,6,312,3,0,,1,12,2,,11,0
12,37,3,,0,,8,,FALSE,,,29,2583,7,277,3,0,,8,8,9,,2,0
13,21,1,,0,,1,0,FALSE,,,11,1103,11,723,3,0,,10,5,14,,1,0
14,17,0,,0,,0,,FALSE,,,5,550,16,566,3,0,,12,4,24,,1,0
15,11,0,,0,,0,,FALSE,,,5,533,19,315,3,0,,6,2,8,,4,0
16,27,4,,0,,3,,FALSE,,,26,2101,21,792,3,0,,1,11,7,,7,1
17,3,0,,0,,0,,FALSE,,,3,235,23,301,3,0,,0,0,1,,3,1
18,2,0,,0,,0,,FALSE,,,1,115,25,575,3,0,,1,0,1,,0,0
19,34,6,,0,,4,,FALSE,,,27,2408,27,316,3,0,,7,13,11,,4,0
20,14,1,,0,,1,,FALSE,,,13,1091,32,717,3,0,,1,8,4,,3,0
21,0,0,,0,,0,,FALSE,,,0,0,35,3981,3,0,,0,0,1,,0,0
22,25,1,,0,,3,,FALSE,,,15,1359,9,319,4,0,,10,11,18,,2,0
23,1,0,,0,,0,,FALSE,,,0,0,10,724,4,0,,1,0,7,,0,0
24,37,8,,0,,7,,FALSE,,,37,3316,14,347,4,0,,0,1,0,,9,0
25,27,1,,0,,8,,FALSE,,,12,1208,17,567,4,0,,15,10,17,,4,0
26,2,0,,0,,0,,FALSE,,,0,16,33,320,4,0,,2,0,2,,0,0
27,13,3,,0,,0,,FALSE,,,3,385,40,3638,4,0,,10,3,14,,0,0
0,32,0,,0,,0,,FALSE,,,32,2769,1,198,1,0,,0,2,0,,0,0
1,4,0,,0,,0,,FALSE,,,2,291,12,1180,1,0,,2,0,19,,0,0
2,0,0,,0,,0,,FALSE,,,0,0,22,794,1,0,,0,0,3,,0,0
3,4,0,,0,,0,,FALSE,,,4,360,29,780,1,0,,0,0,13,,0,0
4,5,0,,0,,1,,FALSE,,,4,369,2,490,2,0,,1,0,4,,2,0
5,3,0,,0,,0,,FALSE,,,2,187,3,3979,2,0,,1,1,7,,1,0
6,0,0,,0,,0,,FALSE,,,0,0,4,186015,2,0,,0,0,15,,0,0
7,16,0,,0,,2,,FALSE,,,16,1347,5,781,2,2,,0,0,0,,3,0
8,24,1,,0,,3,,FALSE,,,23,2035,17,201,2,0,,1,3,12,,1,0
9,35,0,,0,,2,,FALSE,,,35,3111,19,167,2,0,,0,1,0,,10,0
10,32,1,,0,,0,,FALSE,,,32,2852,25,163,2,0,,0,2,2,,2,0
11,35,1,,0,,1,,FALSE,,,35,3088,31,168,2,0,,0,1,1,,6,0
12,0,0,,0,,0,,FALSE,,,0,0,39,4055,2,0,,0,0,1,,0,0
13,4,0,,0,,0,,FALSE,,,1,111,5,182,3,0,,3,0,14,,0,0
14,31,0,,0,,0,,FALSE,,,27,2339,6,228,3,0,,4,9,5,,8,1
15,38,4,,0,,4,,FALSE,,,30,2520,7,171,3,0,,8,10,7,,6,0
16,0,1,,0,,0,,FALSE,,,0,0,8,522,3,0,,0,0,1,,0,0
17,8,0,,0,,1,,FALSE,,,6,422,10,160,3,0,,2,6,12,,0,0
18,2,0,,0,,0,,FALSE,,,2,152,11,221,3,0,,0,1,0,,0,0
19,14,2,,0,,1,,FALSE,,,2,432,11,496,3,0,,12,1,12,,0,0
20,36,6,,0,,5,,FALSE,,,35,3036,14,162,3,0,,1,8,1,,7,0
21,23,1,,0,,1,,FALSE,,,11,1264,15,224,3,0,,12,4,24,,3,0
22,18,0,,0,,1,,FALSE,,,1,342,16,180,3,0,,17,0,33,,0,0
23,20,1,,0,,1,,FALSE,,,19,1636,24,526,3,0,,1,6,6,,3,0
24,34,1,,0,,1,,FALSE,,,34,2862,27,493,3,0,,0,10,0,,5,0
25,32,3,,0,,1,,FALSE,,,14,1550,9,183,4,0,,18,7,23,,1,0
26,0,0,,0,,0,,FALSE,,,0,0,18,164,4,0,,0,0,5,,0,0
27,12,1,,0,,0,,FALSE,,,9,727,18,3627,4,0,,3,7,5,,0,0
28,38,7,,0,,10,,FALSE,,,38,3321,20,157,4,0,,0,10,0,,6,0
29,1,0,,0,,0,,FALSE,,,0,31,23,219,4,0,,1,0,6,,0,0
30,3,0,,0,,0,,FALSE,,,0,14,30,321,4,0,,3,0,10,,0,0
0,34,1,,0,,0,,FALSE,,,34,3021,1,84,1,1,,0,0,0,,0,0
1,2,0,,0,,0,,FALSE,,,2,180,22,744,1,0,,0,0,11,,0,0
2,3,0,,0,,0,,FALSE,,,2,219,40,709,1,0,,1,0,23,,0,0
3,0,0,,0,,0,,FALSE,,,0,0,50,80574,1,0,,0,0,1,,0,0
4,0,0,,0,,0,,FALSE,,,0,0,,11058,1,0,,0,0,0,,0,0
5,28,6,,0,,0,,FALSE,,,25,2254,2,690,2,0,,3,3,9,,6,0
6,27,4,,0,,4,,FALSE,,,25,2140,3,86,2,0,,2,5,3,,4,0
7,22,1,,0,,0,,FALSE,,,22,1852,6,90,2,0,,0,5,5,,4,0
8,8,1,,0,,0,,FALSE,,,8,649,17,93,2,0,,0,4,0,,0,0
9,13,0,,0,,0,,FALSE,,,11,949,19,570,2,0,,2,3,17,,2,0
10,37,2,,0,,2,,FALSE,,,37,3260,26,88,2,0,,0,2,0,,7,1
11,16,0,,0,,1,,FALSE,,,13,1268,33,699,2,0,,3,0,10,,2,0
12,11,1,,0,,0,,FALSE,,,4,485,35,3680,2,1,,7,1,14,,1,0
13,2,1,,0,,0,,FALSE,,,0,21,41,2886,2,0,,2,0,5,,0,0
14,2,0,,0,,0,,FALSE,,,0,57,43,3897,2,0,,2,0,9,,0,0
15,2,0,,0,,0,,FALSE,,,0,33,52,712,2,0,,2,0,0,,0,0
16,14,0,,0,,3,,FALSE,,,13,1195,5,103,3,0,,1,0,2,,2,0
17,36,18,,0,,22,,FALSE,,,36,3220,8,95,3,0,,0,2,0,,0,0
18,26,6,,0,,2,,FALSE,,,14,1297,10,565,3,0,,12,9,15,,2,0
19,25,1,,0,,0,,FALSE,,,21,1744,12,61,3,0,,4,10,6,,3,0
20,32,5,,0,,4,,FALSE,,,26,2365,13,62,3,0,,6,7,7,,3,1
21,33,9,,0,,12,,FALSE,,,26,2301,15,66,3,0,,7,6,10,,4,1
22,17,4,,0,,0,,FALSE,,,10,954,18,710,3,0,,7,5,16,,4,0
23,19,2,,0,,2,,FALSE,,,14,1239,20,52,3,0,,5,6,10,,4,0
24,23,4,,0,,5,,FALSE,,,11,1011,21,72,3,0,,12,11,21,,2,0
25,2,0,,0,,0,,FALSE,,,0,41,24,1335,3,0,,2,0,8,,0,0
26,1,0,,0,,0,,FALSE,,,0,4,7,653,4,0,,1,0,1,,0,0
27,32,13,,0,,29,,FALSE,,,31,2776,11,48,4,0,,1,6,2,,7,0
28,13,2,,0,,1,,FALSE,,,2,290,23,622,4,0,,11,2,26,,0,0
29,33,10,,0,,11,,FALSE,,,31,2735,39,71,4,0,,2,13,4,,0,0
30,1,0,,0,,0,,FALSE,,,0,31,44,3665,4,0,,1,0,3,,0,0
31,4,0,,0,,0,,FALSE,,,0,32,45,833,4,0,,4,0,9,,0,0
0,29,1,,0,,0,,FALSE,,,29,2610,1,74,1,0,,0,0,2,,1,0
1,4,0,,0,,0,,FALSE,,,4,360,21,733,1,0,,0,0,21,,1,0
2,5,0,,0,,0,,FALSE,,,5,450,24,838,1,0,,0,0,11,,1,0
3,0,0,,0,,0,,FALSE,,,0,0,53,805,1,0,,0,0,3,,0,0
4,35,5,,0,,0,,FALSE,,,31,2759,3,83,2,0,,4,4,7,,3,0
5,33,1,,0,,7,,FALSE,,,33,2799,5,558,2,1,,0,2,0,,3,0
6,0,0,,0,,0,0,FALSE,,,0,0,6,864,2,0,,0,0,3,,0,0
7,26,0,,0,,3,,FALSE,,,26,2340,10,80,2,0,,0,0,0,,2,0
8,12,0,,0,,1,,FALSE,,,9,857,18,586,2,0,,3,1,23,,2,0
9,1,0,,0,,0,,FALSE,,,0,28,20,77,2,0,,1,0,2,,0,0
10,24,1,,0,,0,,FALSE,,,23,2086,22,85,2,0,,1,0,3,,4,0
11,25,4,,0,,0,,FALSE,,,17,1496,27,89,2,0,,8,10,14,,3,0
12,3,0,,0,,0,,FALSE,,,3,270,28,732,2,0,,0,0,10,,1,0
13,9,0,,0,,0,,FALSE,,,9,805,30,1053,2,0,,0,2,12,,2,0
14,11,0,,0,,0,,FALSE,,,10,955,31,290,2,0,,1,0,3,,3,0
15,4,0,,0,,0,,FALSE,,,2,172,37,3734,2,0,,2,2,11,,0,0
16,29,3,,0,,6,,FALSE,,,26,2321,2,720,3,0,,3,5,4,,2,0
17,27,15,,0,,15,,FALSE,,,26,2193,4,510,3,0,,1,6,1,,5,0
18,25,4,,0,,3,,FALSE,,,14,1304,7,556,3,0,,11,12,11,,1,0
19,26,4,,0,,2,,FALSE,,,22,1885,8,45,3,0,,4,8,6,,2,0
20,20,2,,0,,4,,FALSE,,,19,1573,15,46,3,0,,1,6,3,,2,0
21,18,3,,0,,3,,FALSE,,,7,778,16,569,3,0,,11,3,17,,0,0
22,26,1,,0,,1,,FALSE,,,25,2239,17,557,3,0,,1,3,2,,10,0
23,1,0,,0,,0,,FALSE,,,0,0,19,717,3,0,,1,0,7,,0,0
24,4,0,,0,,1,,FALSE,,,0,61,32,3733,3,0,,4,0,10,,0,0
25,0,0,,0,,0,,FALSE,,,0,0,35,835,3,0,,0,0,1,,0,0
26,0,0,,0,,0,,FALSE,,,0,0,38,2476,3,0,,0,0,5,,0,0
27,0,0,,0,,0,,FALSE,,,0,0,43,3677,3,0,,0,0,2,,0,0
28,24,6,,0,,4,,FALSE,,,13,1121,9,564,4,0,,11,13,15,,1,0
29,16,7,,0,,9,,FALSE,,,14,1254,11,51,4,0,,2,3,2,,3,0
30,11,0,,0,,1,,FALSE,,,1,226,12,731,4,0,,10,1,19,,0,0
31,23,3,,0,,3,,FALSE,,,12,1127,14,53,4,0,,11,9,13,,0,0
32,30,2,,0,,10,,FALSE,,,25,2263,23,590,4,0,,5,12,5,,2,0
33,23,5,,0,,6,,FALSE,,,13,1229,52,49,4,0,,10,5,9,,2,0
0,27,0,,0,,0,,FALSE,,,27,2430,1,113,1,0,,0,0,7,,2,0
1,11,0,,0,,0,,FALSE,,,11,990,12,785,1,0,,0,0,22,,1,0
2,0,0,,0,,0,,FALSE,,,0,0,26,550,1,0,,0,0,7,,0,0
3,35,0,,0,,1,,FALSE,,,35,3068,3,126,2,0,,0,3,1,,7,0
4,24,0,,0,,0,,FALSE,,,24,2160,5,79,2,0,,0,0,0,,1,0
5,27,0,,0,,0,,FALSE,,,26,2296,6,37,2,0,,1,4,3,,5,0
6,4,0,,0,,0,,FALSE,,,4,360,6,130,2,0,,0,0,0,,1,0
7,21,0,,0,,0,,FALSE,,,15,1397,15,55,2,1,,6,3,10,,6,0
8,21,0,,0,,1,,FALSE,,,19,1672,19,135,2,0,,2,1,11,,1,0
9,23,1,,0,,2,,FALSE,,,21,1869,24,2972,2,0,,2,2,7,,3,0
10,9,0,,0,,0,,FALSE,,,9,810,28,225,2,0,,0,0,0,,0,0
11,2,0,,0,,0,,FALSE,,,1,125,35,3344,2,0,,1,0,7,,0,0
12,20,0,,0,,0,,FALSE,,,6,750,8,56,3,0,,14,6,30,,4,0
13,26,0,,0,,3,,FALSE,,,16,1537,10,81,3,0,,10,8,16,,4,1
14,27,5,,0,,6,,FALSE,,,27,2322,11,44,3,0,,0,6,0,,4,0
15,18,1,,0,,0,,FALSE,,,14,1103,14,325,3,0,,4,10,8,,1,0
16,0,0,,0,,0,,FALSE,,,0,0,16,318,3,0,,0,0,8,,0,0
17,21,1,,0,,1,,FALSE,,,15,1352,17,337,3,0,,6,4,21,,2,0
18,29,1,,0,,1,,FALSE,,,26,2229,20,140,3,1,,3,4,7,,4,1
19,14,2,,0,,4,,FALSE,,,13,1053,21,308,3,0,,1,4,1,,0,0
20,16,2,,0,,1,,FALSE,,,15,1223,22,75,3,0,,1,7,3,,4,0
21,0,0,,0,,0,,FALSE,,,0,0,31,773,3,0,,0,0,1,,0,0
22,19,0,,0,,1,,FALSE,,,11,1132,44,142,3,0,,8,1,16,,3,0
23,11,0,,0,,1,,FALSE,,,10,899,45,2285,3,0,,1,2,8,,1,0
24,25,3,,0,,2,,FALSE,,,20,1828,7,311,4,0,,5,4,6,,7,1
25,28,7,,0,,1,,FALSE,,,16,1461,9,1092,4,1,,12,13,12,,4,0
26,3,0,,0,,1,,FALSE,,,2,195,13,775,4,0,,1,0,0,,0,0
27,4,0,,0,,2,,FALSE,,,3,264,18,144,4,0,,1,1,2,,1,0
28,13,1,,0,,1,,FALSE,,,6,582,23,78,4,0,,7,4,14,,0,0
29,3,0,,0,,0,,FALSE,,,1,77,25,3783,4,0,,2,1,3,,0,0
30,31,4,,0,,3,,FALSE,,,17,1492,29,779,4,0,,14,14,16,,0,0
31,6,0,,0,,0,,FALSE,,,2,226,30,150,4,0,,4,2,5,,0,0
0,36,1,,0,,0,,FALSE,,,34,2887,24,459,,0,,2,9,4,,3,0
1,3,0,,0,,0,,FALSE,,,2,229,1,3456,1,0,,1,0,20,,0,0
2,4,0,,0,,0,,FALSE,,,3,325,27,681,1,0,,1,0,13,,0,0
3,33,0,,0,,0,,FALSE,,,33,2866,29,449,1,0,,0,2,0,,0,0
4,0,0,,0,,0,,FALSE,,,0,0,38,13836,1,0,,0,0,0,,0,0
5,0,0,,0,,0,,FALSE,,,0,0,2,362,2,0,,0,0,4,,0,0
6,24,2,,0,,1,,FALSE,,,23,2001,3,456,2,0,,1,2,11,,0,0
7,32,2,,0,,3,,FALSE,,,30,2742,4,238,2,0,,2,0,2,,6,0
8,0,0,,0,,0,,FALSE,,,0,0,5,481,2,0,,0,0,12,,0,0
9,28,3,,0,,2,,FALSE,,,27,2448,17,429,2,1,,1,1,2,,8,0
10,8,0,,0,,0,,FALSE,,,8,0,21,207,2,0,,0,0,1,,1,0
11,25,1,,0,,0,,FALSE,,,22,2079,22,23,2,0,,3,0,12,,0,0
12,31,0,,0,,2,,FALSE,,,30,2385,25,434,2,1,,1,5,2,,5,1
13,25,0,,0,,0,,FALSE,,,21,2035,28,452,2,0,,4,1,14,,6,1
14,33,2,,0,,2,,FALSE,,,25,2351,6,437,3,0,,8,3,11,,9,0
15,25,2,,0,,1,,FALSE,,,14,1379,7,430,3,0,,11,7,23,,0,0
16,7,0,,0,,1,,FALSE,,,1,179,14,679,3,0,,6,0,31,,0,0
17,16,0,,0,,1,,FALSE,,,11,944,15,708,3,0,,5,6,9,,7,0
18,36,0,,0,,0,,FALSE,,,33,2899,18,18,3,0,,3,4,3,,8,1
19,0,0,,0,,0,,FALSE,,,0,0,19,159,3,0,,0,0,4,,0,0
20,34,9,,0,,5,,FALSE,,,33,2894,26,123,3,0,,1,7,2,,1,0
21,0,0,,0,,0,,FALSE,,,0,0,36,8109,3,0,,0,0,2,,0,0
22,22,0,,0,,2,,FALSE,,,11,802,9,6971047,4,0,,11,10,16,,1,0
23,35,4,,0,,3,,FALSE,,,22,2240,10,439,4,0,,13,16,13,,9,0
24,24,1,,0,,2,,FALSE,,,19,1528,11,460,4,0,,5,13,6,,0,0
25,9,1,,0,,2,,FALSE,,,4,444,12,194,4,0,,5,4,7,,1,0
26,2,0,,0,,0,,FALSE,,,1,65,16,440,4,0,,1,1,3,,0,0
27,30,2,,0,,4,,FALSE,,,13,1280,20,222,4,0,,17,9,22,,2,0
28,1,0,,0,,0,,FALSE,,,0,5,42,3851,4,0,,1,0,8,,0,0
0,1,0,,0,,0,,FALSE,,,0,75,1,1959,1,0,,1,0,22,,0,0
1,38,1,,0,,0,,FALSE,,,38,3345,12,462,1,0,,0,1,0,,3,0
2,0,0,,0,,0,,FALSE,,,0,0,31,654,1,0,,0,0,16,,0,0
3,33,1,,0,,7,,FALSE,,,33,2744,2,523983,2,0,,0,10,0,,3,0
4,6,0,,0,,0,,FALSE,,,3,277,3,464,2,0,,3,1,12,,0,0
5,11,1,,0,,0,,FALSE,,,10,951,4,1458,2,0,,1,1,20,,5,0
6,27,0,,0,,0,,FALSE,,,27,2374,5,465,2,0,,0,1,4,,6,0
7,13,0,,0,,1,,FALSE,,,12,1062,6,1785,2,1,,1,1,4,,1,0
8,38,5,,0,,0,,FALSE,,,38,3420,14,124,2,0,,0,0,0,,7,0
9,4,0,,0,,0,,FALSE,,,2,239,15,2381,2,0,,2,0,8,,0,0
10,0,0,,0,,0,,FALSE,,,0,0,17,4007,2,0,,0,0,2,,0,0
11,15,1,,0,,0,,FALSE,,,15,1293,18,481,2,0,,0,1,0,,0,0
12,28,1,,0,,1,,FALSE,,,26,2186,21,650,2,0,,2,8,8,,5,0
13,25,1,,0,,0,,FALSE,,,23,2024,23,432,2,0,,2,2,6,,3,1
14,0,0,,0,,0,,FALSE,,,0,0,24,5340,2,0,,0,0,1,,0,0
15,14,1,,0,,1,,FALSE,,,13,1149,34,1381,2,0,,1,3,1,,3,0
