,appearences,assists,blocks,captain,dispossesed,goals,hit_post,injured,inside_box_saves,interceptions,lineups,minutes,number,player_id,position_id,redcards,saves,substitute_in,substitute_out,substitutes_on_bench,tackles,yellowcards,yellowred
12,6,0,,0,,1,,FALSE,,,5,456,8,197604,3,0,,1,1,2,,0,0
13,6,2,,0,,0,,FALSE,,,1,186,10,97624,3,0,,5,0,7,,0,0
14,1,0,,0,,0,,FALSE,,,0,22,14,197761,3,0,,1,0,4,,0,0
15,8,1,,0,,3,,FALSE,,,8,688,27,197759,3,0,,0,2,0,,0,0
16,1,0,,0,,0,,FALSE,,,0,2,29,197933,3,0,,1,0,3,,0,0
17,6,1,,0,,1,,FALSE,,,6,496,31,37092,3,0,,0,1,1,,2,0
18,8,2,,0,,1,,FALSE,,,8,568,34,36403,3,0,,0,6,0,,0,0
19,7,0,,0,,0,,FALSE,,,0,210,9,78112,4,0,,7,0,8,,0,0
20,8,0,,0,,4,,FALSE,,,8,540,11,96817,4,0,,0,6,0,,1,0
21,7,1,,0,,0,,FALSE,,,6,469,16,197643,4,0,,1,5,1,,1,0
0,9,0,,0,,0,,FALSE,,,9,810,1,31053,1,0,,0,0,1,,0,0
1,1,0,,0,,0,,FALSE,,,1,90,30,31507,1,0,,0,0,9,,0,0
2,8,0,,0,,1,,FALSE,,,6,533,4,29843,2,0,,2,1,2,,3,0
3,9,0,,0,,0,,FALSE,,,9,810,5,30871,2,0,,0,0,0,,3,0
4,8,0,,0,,0,,FALSE,,,7,634,6,31139,2,0,,1,0,1,,1,0
5,4,1,,0,,2,,FALSE,,,3,271,15,30366,2,0,,1,1,7,,0,0
6,5,0,,0,,0,,FALSE,,,3,312,22,30346,2,0,,2,0,4,,1,0
7,7,0,,0,,0,,FALSE,,,7,630,23,31047,2,0,,0,0,0,,0,0
8,6,0,,0,,1,,FALSE,,,6,540,24,31124,2,0,,0,0,1,,1,0
9,1,0,,0,,0,,FALSE,,,1,90,36,31909,2,0,,0,0,2,,0,0
10,2,0,,0,,0,,FALSE,,,2,180,39,29720,2,0,,0,0,0,,0,0
11,3,1,,0,,0,,FALSE,,,1,138,7,29743,3,0,,2,0,4,,0,0
12,6,0,,0,,1,,FALSE,,,5,394,8,31638,3,0,,1,3,4,,1,0
13,5,1,,0,,2,,FALSE,,,4,347,10,31885,3,0,,1,3,4,,0,0
14,5,0,,0,,1,,FALSE,,,0,59,13,30431,3,0,,5,0,8,,1,0
15,7,3,,0,,1,,FALSE,,,5,450,16,30567,3,0,,2,2,2,,2,0
16,10,1,,0,,0,,FALSE,,,9,843,18,30942,3,0,,1,2,1,,1,0
17,1,0,,0,,0,,FALSE,,,0,12,19,31906,3,0,,1,0,2,,0,0
18,7,1,,0,,0,,FALSE,,,7,515,20,31317,3,0,,0,6,0,,1,0
19,7,4,,0,,0,,FALSE,,,6,500,25,29791,3,0,,1,3,1,,1,0
20,0,0,,0,,0,,FALSE,,,0,0,26,30329,3,0,,0,0,1,,0,0
21,4,0,,0,,0,,FALSE,,,4,333,27,30498,3,0,,0,1,0,,2,0
22,1,0,,0,,0,,FALSE,,,0,28,28,31191,3,0,,1,0,1,,0,0
23,7,1,,0,,1,,FALSE,,,3,291,9,1468,4,0,,4,3,6,,0,0
24,7,0,,0,,2,,FALSE,,,4,358,11,23994,4,0,,3,2,3,,1,0
25,6,1,,0,,7,,FALSE,,,6,508,14,29660,4,0,,0,2,0,,1,0
26,3,1,,0,,1,,FALSE,,,2,224,17,31552,4,0,,1,0,5,,1,0
0,2,0,,0,,0,,FALSE,,,2,180,1,132135,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,28,197802,1,0,,0,0,2,,0,0
2,2,0,,0,,0,,FALSE,,,2,180,3,159981,2,0,,0,0,0,,0,0
3,2,0,,0,,0,,FALSE,,,1,93,4,197562,2,0,,1,0,1,,1,0
4,2,0,,0,,0,,FALSE,,,2,180,5,132671,2,0,,0,0,0,,0,0
5,0,0,,0,,0,,FALSE,,,0,0,6,197125,2,0,,0,0,2,,0,0
6,1,0,,0,,0,,FALSE,,,1,84,13,128168,2,1,,0,0,0,,0,0
7,2,0,,0,,0,,FALSE,,,2,180,16,132226,2,0,,0,0,0,,0,0
8,2,0,,0,,0,,FALSE,,,2,165,18,123855,2,0,,0,1,0,,1,0
9,1,0,,0,,0,,FALSE,,,0,5,8,113986,3,0,,1,0,2,,0,0
10,2,0,,0,,0,,FALSE,,,0,18,15,197515,3,0,,2,0,2,,0,0
11,0,0,,0,,0,,FALSE,,,0,0,24,197716,3,0,,0,0,1,,0,0
12,2,0,,0,,0,,FALSE,,,2,172,27,197134,3,0,,0,2,0,,1,0
13,2,0,,0,,1,,FALSE,,,2,180,29,197040,3,0,,0,0,0,,0,0
14,0,0,,0,,0,,FALSE,,,0,0,33,197735,3,0,,0,0,2,,0,0
15,2,0,,0,,0,,FALSE,,,2,155,7,31067,4,0,,0,2,0,,0,0
16,2,0,,0,,1,,FALSE,,,2,177,9,30491,4,0,,0,1,0,,0,0
17,2,0,,0,,0,,FALSE,,,2,180,10,96322,4,0,,0,0,0,,1,0
18,2,0,,0,,0,,FALSE,,,0,25,14,197778,4,0,,2,0,2,,0,0
0,0,0,,0,,0,,FALSE,,,0,0,1,112419,1,0,,0,0,2,,0,0
1,2,0,,0,,0,,FALSE,,,2,180,87,112551,1,0,,0,0,0,,0,0
2,2,0,,0,,0,,FALSE,,,1,76,5,65906,2,0,,1,1,1,,1,0
3,0,0,,0,,0,,FALSE,,,0,0,13,112184,2,0,,0,0,1,,0,0
4,1,0,,0,,0,,FALSE,,,1,90,17,112393,2,0,,0,0,0,,0,0
5,2,0,,0,,0,,FALSE,,,2,180,18,112830,2,0,,0,0,0,,1,0
6,1,0,,0,,0,,FALSE,,,1,90,24,87305,2,0,,0,0,0,,0,0
7,0,0,,0,,0,,FALSE,,,0,0,25,113907,2,0,,0,0,2,,0,0
8,2,0,,0,,0,,FALSE,,,2,165,28,112216,2,0,,0,1,0,,0,0
9,2,0,,0,,0,,FALSE,,,2,180,69,112552,2,0,,0,0,0,,0,0
10,1,0,,0,,0,,FALSE,,,1,12,4,35953,3,0,,0,1,0,,0,0
11,2,0,,0,,0,,FALSE,,,1,168,6,27123,3,0,,1,0,1,,0,0
12,2,0,,0,,0,,FALSE,,,2,176,8,74163,3,0,,0,1,0,,1,0
13,1,0,,0,,0,,FALSE,,,0,15,11,112979,3,0,,1,0,2,,0,0
14,1,0,,0,,0,,FALSE,,,1,67,27,112554,3,0,,0,0,0,,1,1
15,2,0,,0,,0,,FALSE,,,2,161,55,112056,3,0,,0,1,0,,0,0
16,2,0,,0,,0,,FALSE,,,2,147,77,61643,3,0,,0,1,0,,0,0
17,1,0,,0,,0,,FALSE,,,0,33,19,113823,4,0,,1,0,2,,0,0
18,0,0,,0,,0,,FALSE,,,0,0,20,113825,4,0,,0,0,1,,0,0
19,2,0,,0,,2,,FALSE,,,2,180,26,60370,4,0,,0,0,0,,1,0
20,2,0,,0,,0,,FALSE,,,0,37,70,112206,4,0,,2,0,2,,0,0
0,2,0,,0,,0,,FALSE,,,2,180,1,1443,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,40,5374,1,0,,0,0,2,,0,0
2,2,0,,0,,0,0,FALSE,,,2,180,3,33683,2,0,,0,0,0,,1,0
3,2,0,,0,,0,,FALSE,,,2,156,5,6325,2,0,,0,1,0,,1,0
4,2,0,,0,,0,,FALSE,,,2,134,14,1745,2,0,,0,2,0,,1,0
5,1,0,,0,,0,,FALSE,,,0,24,15,96101,2,0,,1,0,1,,0,0
6,1,0,,0,,0,,FALSE,,,1,90,21,95379,2,0,,0,0,1,,0,0
7,2,0,,0,,0,,FALSE,,,2,148,25,95573,2,0,,0,1,0,,1,0
8,1,0,,0,,0,,FALSE,,,1,90,32,1074,2,0,,0,0,1,,1,0
9,0,0,,0,,0,,FALSE,,,0,0,36,63193,2,0,,0,0,2,,0,0
10,2,0,,0,,0,,FALSE,,,2,180,6,243,3,0,,0,0,0,,0,0
11,0,0,,0,,0,,FALSE,,,0,0,7,94303,3,0,,0,0,2,,0,0
12,1,0,,0,,0,,FALSE,,,1,90,8,94710,3,0,,0,0,0,,0,0
13,2,0,,0,,0,,FALSE,,,1,122,11,95399,3,0,,1,0,1,,0,0
14,2,0,,0,,0,,FALSE,,,2,170,13,95752,3,0,,0,1,0,,0,0
15,2,1,,0,,0,,FALSE,,,2,180,22,4679,3,0,,0,0,0,,1,0
16,2,0,,0,,1,,FALSE,,,1,122,12,23566,4,0,,1,0,1,,1,0
17,2,0,,0,,0,,FALSE,,,0,24,23,95574,4,0,,2,0,2,,0,0
18,1,0,,0,,0,,FALSE,,,1,90,33,96123,4,0,,0,0,1,,1,0
0,6,0,,0,,0,,FALSE,,,6,540,1,26722,1,0,,0,0,2,,0,0
1,2,0,,0,,0,,FALSE,,,2,180,13,186355,1,0,,0,0,9,,0,0
2,0,0,,0,,0,,FALSE,,,0,0,41,186845,1,0,,0,0,1,,0,0
3,4,0,,0,,0,,FALSE,,,4,390,99,133580,1,0,,0,0,0,,1,0
4,1,0,,0,,0,,FALSE,,,1,90,2,184931,2,0,,0,0,1,,0,0
5,2,0,,0,,0,0,FALSE,,,2,180,3,95625,2,0,,0,0,3,,0,0
6,6,0,,0,,0,,FALSE,,,4,412,4,186015,2,0,,2,0,5,,0,0
7,11,3,,0,,0,,FALSE,,,10,965,11,185743,2,0,,1,0,1,,1,0
8,6,0,,0,,1,,FALSE,,,6,540,12,109143,2,0,,0,0,3,,1,0
9,8,0,,0,,0,,FALSE,,,8,633,15,6534,2,0,,0,2,0,,2,0
10,4,0,,0,,0,,FALSE,,,3,300,17,185875,2,0,,1,1,2,,0,0
11,6,0,,0,,0,,FALSE,,,4,400,18,30444,2,0,,2,0,3,,2,0
12,5,1,,0,,0,,FALSE,,,5,434,23,184786,2,0,,0,1,1,,1,0
13,9,0,,0,,0,,FALSE,,,9,840,25,35283,2,0,,0,0,2,,3,0
14,3,0,,0,,0,,FALSE,,,2,191,36,186780,2,0,,1,0,3,,1,0
15,1,0,,0,,0,,FALSE,,,0,9,42,186833,2,0,,1,0,1,,0,0
16,4,0,,0,,0,,FALSE,,,4,390,2,4437,3,0,,0,0,0,,0,0
17,2,0,,0,,1,,FALSE,,,1,110,5,185674,3,0,,1,0,1,,0,0
18,5,0,,0,,1,,FALSE,,,4,299,7,186010,3,0,,1,4,2,,1,0
19,7,0,,0,,1,,FALSE,,,3,427,8,35021,3,0,,4,2,7,,4,0
20,7,2,,0,,0,,FALSE,,,5,471,10,130126,3,0,,2,1,3,,1,0
21,9,1,,0,,1,,FALSE,,,5,503,14,185925,3,0,,4,3,6,,1,0
22,5,0,,0,,0,,FALSE,,,4,343,20,124168,3,0,,1,2,1,,1,0
23,9,1,,0,,0,,FALSE,,,9,756,21,186551,3,0,,0,4,0,,1,0
24,11,0,,0,,2,,FALSE,,,8,751,22,186341,3,0,,3,3,3,,2,0
25,6,0,,0,,1,,FALSE,,,5,407,25,185426,3,0,,1,2,1,,1,0
26,0,0,,0,,0,,FALSE,,,0,0,34,187044,3,0,,0,0,2,,0,0
27,0,0,,0,,0,,FALSE,,,0,0,39,186069,3,0,,0,0,2,,0,0
28,8,0,,0,,1,,FALSE,,,5,438,9,186547,4,0,,3,2,3,,1,0
29,3,1,,0,,1,,FALSE,,,2,176,16,186344,4,0,,1,2,6,,0,0
30,7,0,,0,,2,,FALSE,,,3,286,19,185926,4,0,,4,3,6,,2,0
31,6,0,,0,,2,,FALSE,,,4,390,24,185043,4,0,,2,3,3,,0,0
32,1,0,,0,,0,,FALSE,,,0,16,47,336753,4,0,,1,0,1,,0,0
33,4,2,,0,,1,,FALSE,,,4,343,92,186390,4,0,,0,1,0,,0,0
0,2,0,,0,,0,,FALSE,,,2,180,1,189855,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,12,152682,1,0,,0,0,2,,0,0
2,2,0,,0,,0,,FALSE,,,2,180,2,189838,2,0,,0,0,0,,0,0
3,0,0,,0,,0,,FALSE,,,0,0,3,117590,2,0,,0,0,2,,0,0
4,2,0,,0,,0,,FALSE,,,2,180,14,189542,2,0,,0,0,0,,1,0
5,2,0,,0,,0,,FALSE,,,2,174,22,189876,2,0,,0,1,0,,1,0
6,2,0,,0,,0,,FALSE,,,2,180,24,25720,2,0,,0,0,0,,0,0
7,0,0,,0,,0,,FALSE,,,0,0,32,191175,2,0,,0,0,2,,0,0
8,2,0,,0,,1,,FALSE,,,2,180,5,24120,3,0,,0,0,0,,0,0
9,0,0,,0,,0,,FALSE,,,0,0,8,189576,3,0,,0,0,2,,0,0
10,1,0,,0,,0,,FALSE,,,0,30,10,189691,3,0,,1,0,1,,0,0
11,2,0,,0,,0,0,FALSE,,,2,180,15,109139,3,0,,0,0,0,,0,0
12,1,0,,0,,0,,FALSE,,,0,44,21,150175,3,0,,1,0,1,,0,0
13,0,0,,0,,0,,FALSE,,,0,0,38,191135,3,0,,0,0,2,,0,0
14,2,0,,0,,0,,FALSE,,,2,180,7,189560,4,0,,0,0,0,,0,0
15,2,0,,0,,0,,FALSE,,,2,180,9,6216,4,0,,0,0,0,,0,0
16,2,0,,0,,0,,FALSE,,,2,180,11,84351,4,0,,0,0,0,,1,0
17,2,0,,0,,0,,FALSE,,,2,106,17,25116,4,0,,0,2,0,,0,0
18,1,0,,0,,0,,FALSE,,,0,6,33,7134,4,0,,1,0,2,,0,0
0,1,0,,0,,0,,FALSE,,,0,30,12,51570,1,0,,1,0,8,,0,0
1,8,0,,0,,0,,FALSE,,,8,690,77,56450,1,0,,0,1,0,,1,0
2,3,0,,0,,0,,FALSE,,,3,253,6,56298,2,1,,0,0,0,,0,0
3,8,0,,0,,0,,FALSE,,,8,720,15,145689,2,0,,0,0,0,,0,0
4,0,0,,0,,0,,FALSE,,,0,0,17,145314,2,0,,0,0,3,,0,0
5,8,0,,0,,0,,FALSE,,,8,720,22,62833,2,0,,0,0,0,,2,0
6,1,0,,0,,0,,FALSE,,,0,0,23,146078,2,0,,1,0,3,,0,0
7,8,0,,0,,0,,FALSE,,,8,720,26,73851,2,0,,0,0,0,,0,0
8,0,0,,0,,0,,FALSE,,,0,0,27,146221,2,0,,0,0,2,,0,0
9,3,0,,0,,0,0,FALSE,,,1,111,33,146079,2,0,,2,0,6,,0,0
10,0,0,,0,,0,,FALSE,,,0,0,3,146160,3,0,,0,0,1,,0,0
11,4,0,,0,,0,,FALSE,,,1,139,7,135664,3,0,,3,0,5,,0,0
12,0,0,,0,,0,,FALSE,,,0,0,8,146077,3,0,,0,0,2,,0,0
13,8,2,,0,,0,,FALSE,,,7,644,14,145148,3,0,,1,1,1,,1,0
14,2,0,,0,,0,,FALSE,,,0,2,16,75055,3,0,,2,0,5,,0,0
15,5,0,,0,,1,,FALSE,,,3,303,19,146066,3,0,,2,2,3,,0,0
16,7,1,,0,,1,,FALSE,,,7,586,20,146154,3,0,,0,4,0,,1,0
17,8,0,,0,,0,,FALSE,,,8,613,21,123841,3,0,,0,5,0,,3,0
18,4,0,,0,,0,,FALSE,,,3,290,88,56112,3,0,,1,1,2,,0,0
19,4,0,,0,,0,,FALSE,,,0,63,89,50633,3,0,,4,0,8,,0,0
20,7,0,,0,,1,,FALSE,,,7,594,11,146067,4,0,,0,1,0,,3,1
21,0,0,,0,,0,,FALSE,,,0,0,24,145890,4,0,,0,0,1,,0,0
22,8,1,,0,,4,,FALSE,,,7,631,29,68282,4,0,,1,3,1,,3,0
23,7,1,,0,,0,,FALSE,,,7,580,90,145686,4,0,,0,1,0,,3,1
24,5,1,,0,,1,,FALSE,,,2,166,99,146061,4,0,,3,2,4,,1,0
0,0,0,,0,,0,,FALSE,,,0,0,1,24050,1,0,,0,0,2,,0,0
1,2,0,,0,,0,,FALSE,,,2,180,22,23742,1,0,,0,0,0,,0,0
2,2,0,,0,,0,,FALSE,,,2,180,2,24597,2,0,,0,0,0,,0,0
3,1,0,,0,,0,,FALSE,,,1,90,4,23528,2,0,,0,0,1,,0,0
4,1,0,,0,,0,,FALSE,,,1,90,6,1646,2,0,,0,0,0,,0,0
5,1,0,,0,,0,,FALSE,,,1,90,12,24655,2,0,,0,0,1,,1,0
6,2,0,,0,,0,,FALSE,,,2,180,17,970,2,0,,0,0,0,,1,0
7,1,0,,0,,0,,FALSE,,,1,90,24,24604,2,0,,0,0,1,,1,0
8,1,0,,0,,0,,FALSE,,,0,27,42,25399,2,0,,1,0,2,,0,0
9,2,0,,0,,0,,FALSE,,,1,94,5,3649,3,0,,1,1,1,,1,0
10,2,0,,0,,0,,FALSE,,,2,137,8,23580,3,0,,0,2,0,,0,0
11,2,0,,0,,0,,FALSE,,,2,153,10,1369,3,0,,0,1,0,,1,0
12,2,0,,0,,0,,FALSE,,,0,21,16,24864,3,0,,2,0,2,,0,0
13,2,0,,0,,1,,FALSE,,,2,171,18,24594,3,0,,0,1,0,,0,0
14,1,0,,0,,0,,FALSE,,,1,90,34,24827,3,0,,0,0,0,,0,0
15,1,0,,0,,0,,FALSE,,,1,90,7,1738,4,0,,0,0,0,,0,0
16,2,0,,0,,0,,FALSE,,,2,150,9,24060,4,0,,0,1,0,,0,0
17,2,1,,0,,0,,FALSE,,,1,117,11,1137,4,0,,1,0,1,,0,0
18,1,0,,0,,0,,FALSE,,,0,30,43,25356,4,0,,1,0,2,,0,0
0,3,0,,0,,0,,FALSE,,,3,270,1,23006,1,0,,0,0,3,,0,0
1,3,0,,0,,0,,FALSE,,,3,270,21,24147,1,0,,0,0,0,,0,0
2,0,0,,0,,0,,FALSE,,,0,0,31,24887,1,0,,0,0,3,,0,0
3,5,0,,0,,0,,FALSE,,,2,274,2,24613,2,0,,3,0,4,,0,0
4,2,0,,0,,0,,FALSE,,,2,180,3,4359,2,0,,0,0,0,,1,0
5,5,0,,0,,0,,FALSE,,,5,415,5,3897,2,0,,0,0,0,,2,1
6,6,0,,0,,0,,FALSE,,,6,540,13,25137,2,0,,0,0,0,,1,0
7,5,0,,0,,0,,FALSE,,,5,348,15,24391,2,0,,0,3,0,,0,0
8,0,0,,0,,0,,FALSE,,,0,0,26,25081,2,0,,0,0,6,,0,0
9,1,0,,0,,0,,FALSE,,,0,32,28,24426,2,0,,1,0,3,,0,0
10,6,0,,0,,1,,FALSE,,,6,527,6,24484,3,0,,0,2,0,,1,0
11,5,0,,0,,0,,FALSE,,,4,363,8,22990,3,0,,1,1,1,,1,0
12,4,0,,0,,0,,FALSE,,,2,154,19,25086,3,0,,2,2,2,,1,0
13,0,0,,0,,0,,FALSE,,,0,0,20,24418,3,0,,0,0,2,,0,0
14,5,0,,0,,0,,FALSE,,,2,175,27,25008,3,0,,3,2,4,,0,0
15,5,0,,0,,0,,FALSE,,,5,429,29,25372,3,0,,0,1,0,,0,0
16,2,0,,0,,0,,FALSE,,,0,53,33,587,3,0,,2,0,2,,0,0
17,0,0,,0,,0,,FALSE,,,0,0,47,25387,3,0,,0,0,1,,0,0
18,6,0,,0,,1,,FALSE,,,5,465,7,4271,4,0,,1,0,1,,2,0
19,2,0,,0,,0,,FALSE,,,1,105,9,22999,4,0,,1,0,3,,0,0
20,5,1,,0,,0,,FALSE,,,5,420,11,24803,4,0,,0,2,1,,0,0
21,4,0,,0,,1,,FALSE,,,1,135,14,7991,4,0,,3,0,5,,0,0
22,3,2,,0,,0,,FALSE,,,3,219,17,5346,4,0,,0,3,1,,0,0
23,6,1,,0,,1,,FALSE,,,6,531,22,929,4,0,,0,1,0,,1,0
0,9,0,,0,,0,,FALSE,,,9,810,1,61081,1,0,,0,0,2,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,16,61543,1,0,,0,0,5,,0,0
2,0,0,,0,,0,,FALSE,,,0,0,28,61856,1,0,,0,0,2,,0,0
3,3,0,,0,,0,,FALSE,,,3,270,30,6141,1,0,,0,0,3,,0,0
4,4,0,,0,,0,,FALSE,,,4,360,2,61495,2,0,,0,0,1,,1,0
5,0,0,,0,,0,,FALSE,,,0,0,3,61709,2,0,,0,0,1,,0,0
6,8,0,,0,,0,,FALSE,,,8,720,4,32529,2,0,,0,0,1,,1,0
7,1,0,,0,,0,0,FALSE,,,1,90,5,61503,2,0,,0,0,1,,0,0
8,6,0,,0,,1,,FALSE,,,6,470,6,60697,2,0,,0,2,4,,0,0
9,3,0,,0,,0,,FALSE,,,3,270,8,495,2,0,,0,0,2,,0,0
10,3,0,,0,,1,,FALSE,,,3,247,25,61408,2,1,,0,0,5,,1,0
11,8,0,,0,,0,,FALSE,,,7,650,26,555,2,0,,1,0,1,,0,0
12,10,0,,0,,0,,FALSE,,,9,846,36,61697,2,0,,1,0,2,,0,0
13,7,1,,0,,0,,FALSE,,,7,630,37,670,2,0,,0,0,3,,0,0
14,0,0,,0,,0,,FALSE,,,0,0,56,26598,2,0,,0,0,1,,0,0
15,10,2,,0,,3,,FALSE,,,8,715,11,6047,3,0,,2,3,3,,0,0
16,3,0,,0,,0,,FALSE,,,3,270,15,4699,3,0,,0,0,1,,0,0
17,8,0,,0,,0,,FALSE,,,7,585,17,2893,3,0,,1,3,3,,0,0
18,0,0,,0,,0,,FALSE,,,0,0,19,26788,3,0,,0,0,1,,0,0
19,6,0,,0,,0,,FALSE,,,3,345,21,61534,3,0,,3,2,3,,2,0
20,3,0,,0,,0,,FALSE,,,3,186,33,60322,3,0,,0,2,0,,1,1
21,8,0,,0,,0,,FALSE,,,5,444,44,61694,3,0,,3,1,5,,1,0
22,4,1,,0,,0,,FALSE,,,3,272,45,29530,3,0,,1,1,3,,1,0
23,1,0,,0,,0,,FALSE,,,0,14,53,62476,3,0,,1,0,1,,0,0
24,10,1,,0,,5,,FALSE,,,4,468,63,696,3,0,,6,2,6,,0,0
25,5,0,,0,,0,,FALSE,,,4,334,75,61333,3,0,,1,2,2,,3,0
26,7,0,,0,,0,,FALSE,,,4,332,7,6136,4,0,,3,3,5,,0,0
27,7,1,,0,,3,,FALSE,,,6,470,10,31278,4,0,,1,3,2,,1,0
28,1,0,,0,,0,,FALSE,,,0,10,13,61707,4,0,,1,0,3,,0,0
29,5,0,,0,,0,,FALSE,,,1,141,20,61670,4,0,,4,1,4,,0,0
30,10,0,,0,,2,,FALSE,,,6,631,23,1921,4,0,,4,3,4,,2,0
31,7,1,,0,,2,,FALSE,,,5,437,39,61544,4,0,,2,3,3,,3,0
32,10,2,,0,,3,,FALSE,,,9,698,40,7896,4,0,,1,5,1,,2,0
33,1,0,,0,,1,,FALSE,,,1,90,52,62428,4,0,,0,0,0,,0,0
0,4,0,,0,,0,,FALSE,,,4,390,1,120768,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,15,171767,1,0,,0,0,4,,0,0
2,4,0,,0,,0,,FALSE,,,4,390,2,172062,2,0,,0,0,0,,1,0
3,4,0,,0,,0,,FALSE,,,4,390,3,171819,2,0,,0,0,0,,0,0
4,4,0,,0,,1,,FALSE,,,4,390,5,171732,2,0,,0,0,0,,2,0
5,4,0,,0,,0,,FALSE,,,4,378,6,172058,2,0,,0,1,0,,1,0
6,2,0,,0,,0,,FALSE,,,0,20,19,12507,2,0,,2,0,4,,0,0
7,1,0,,0,,0,,FALSE,,,0,5,24,5340,2,0,,1,0,4,,0,0
8,4,0,,0,,0,,FALSE,,,4,390,4,8217,3,0,,0,0,0,,1,0
9,2,0,,0,,0,,FALSE,,,1,143,7,172065,3,0,,1,0,1,,0,0
10,4,0,,0,,0,,FALSE,,,4,351,8,11230,3,0,,0,1,0,,0,0
11,4,0,,0,,0,,FALSE,,,4,361,10,172077,3,0,,0,3,0,,1,0
12,3,0,,0,,0,,FALSE,,,0,66,14,8748,3,0,,3,0,4,,0,0
13,1,0,,0,,0,,FALSE,,,1,90,16,172464,3,0,,0,0,3,,0,0
14,1,0,,0,,0,,FALSE,,,0,39,18,172059,3,0,,1,0,1,,1,0
15,4,0,,0,,1,,FALSE,,,4,390,9,4724,4,0,,0,0,0,,1,0
16,4,0,,0,,0,,FALSE,,,4,265,11,25682,4,0,,0,4,0,,0,0
17,3,0,,0,,1,,FALSE,,,2,209,17,5974,4,0,,1,2,2,,0,0
18,2,0,,0,,0,,FALSE,,,0,23,27,1591,4,0,,2,0,4,,1,0
19,0,0,,0,,0,,FALSE,,,0,0,31,173164,4,0,,0,0,1,,0,0
0,2,0,,0,,0,,FALSE,,,2,180,1,148233,1,0,,0,0,0,,1,0
1,0,0,,0,,0,,FALSE,,,0,0,18,148303,1,0,,0,0,2,,0,0
2,2,0,,0,,0,,FALSE,,,2,180,6,148368,2,0,,0,0,0,,1,0
3,1,0,,0,,0,,FALSE,,,0,20,11,148386,2,0,,1,0,2,,0,0
4,1,0,,0,,0,,FALSE,,,1,90,15,148068,2,0,,0,0,0,,1,0
5,1,0,,0,,0,,FALSE,,,1,79,22,148485,2,0,,0,1,0,,0,0
6,1,0,,0,,0,,FALSE,,,0,11,24,148928,2,0,,1,0,2,,0,0
7,1,0,,0,,0,,FALSE,,,0,4,26,148929,2,0,,1,0,2,,0,0
8,2,0,,0,,0,,FALSE,,,2,180,27,148852,2,0,,0,0,0,,1,0
9,2,0,,0,,0,,FALSE,,,2,169,3,148487,3,0,,0,1,0,,1,0
10,2,0,,0,,0,,FALSE,,,2,180,4,148035,3,0,,0,0,0,,1,0
11,2,0,,0,,0,,FALSE,,,2,180,8,10016,3,0,,0,0,0,,0,0
12,2,0,,0,,0,,FALSE,,,2,176,16,148583,3,0,,0,1,0,,2,0
13,1,0,,0,,0,,FALSE,,,1,90,17,148224,3,0,,0,0,0,,0,0
14,2,0,,0,,0,,FALSE,,,1,93,20,148437,3,0,,1,1,1,,1,0
15,1,0,,0,,0,,FALSE,,,0,11,25,149368,3,0,,1,0,2,,0,0
16,2,0,,0,,0,,FALSE,,,2,160,9,148072,4,0,,0,1,0,,1,0
17,2,0,,0,,0,,FALSE,,,2,157,12,148189,4,0,,0,1,0,,1,0
18,1,0,,0,,0,,FALSE,,,0,20,21,148657,4,0,,1,0,2,,0,0
0,2,0,,0,,0,,FALSE,,,2,180,1,24189,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,30,23809,1,0,,0,0,2,,0,0
2,2,0,,0,,0,,FALSE,,,2,180,2,23976,2,0,,0,0,0,,1,0
3,1,0,,0,,0,,FALSE,,,1,90,5,24193,2,0,,0,0,0,,0,0
4,2,0,,0,,0,,FALSE,,,2,180,13,23506,2,0,,0,0,0,,0,0
5,2,0,,0,,0,,FALSE,,,2,160,14,24179,2,0,,0,1,0,,1,0
6,0,0,,0,,0,,FALSE,,,0,0,17,24474,2,0,,0,0,2,,0,0
7,1,0,,0,,0,,FALSE,,,1,90,25,25743,2,0,,0,0,0,,1,0
8,0,0,,0,,0,,FALSE,,,0,0,27,25250,2,0,,0,0,2,,0,0
9,0,0,,0,,0,,FALSE,,,0,0,42,25417,2,0,,0,0,2,,0,0
10,2,0,,0,,0,,FALSE,,,2,157,6,24212,3,0,,0,1,0,,0,0
11,2,0,,0,,0,,FALSE,,,2,180,8,23056,3,0,,0,0,0,,1,0
12,1,0,,0,,0,,FALSE,,,0,23,15,25201,3,0,,1,0,1,,0,0
13,2,0,,0,,0,,FALSE,,,1,75,18,24177,3,0,,1,1,1,,0,0
14,2,0,,0,,0,,FALSE,,,2,151,7,23599,4,0,,0,2,0,,0,0
15,2,0,,0,,4,,FALSE,,,2,180,9,23051,4,0,,0,0,0,,0,0
16,2,0,,0,,0,,FALSE,,,2,180,10,6411,4,0,,0,0,0,,0,0
17,2,0,,0,,0,,FALSE,,,0,75,11,4965,4,0,,2,0,2,,0,0
